I#	607|Skeletal Muscle cell lysate 1st expt	608|Skeletal Muscle cell supnt 1st expt	609|Skeletal Muscle cell lysate 1st expt	610|Skeletal Muscle cell supnt 1st expt	611|Skeletal Muscle cell lysate 1st expt	612|Skeletal Muscle cell supnt 1st expt	613|Skeletal Muscle cell lysate 2nd expt	614|Skeletal Muscle cell supnt 2nd expt	615|Skeletal Muscle cell lysate 2nd expt	616|Skeletal Muscle cell supnt 2nd expt	617|Skeletal Muscle cell lysate 2nd expt	618|Skeletal Muscle cell supnt 2nd expt
TMED2	-0.00144341686967	nan	-0.101598140008	nan	-0.314732593483	nan	nan	nan	0.125006361067	nan	0.260151897301	nan
H2AFJ	nan	nan	nan	nan	nan	nan	0.110915901402	nan	-0.0243196791954	nan	-0.17248751551	nan
GNB2L1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.00432160595009	nan
DDOST	-0.120294233718	nan	-0.0232697793228	nan	nan	nan	0.397828209247	nan	0.0130430374756	nan	0.147202107181	nan
IPO5	nan	nan	nan	nan	nan	nan	nan	nan	0.808437349299	nan	nan	nan
PPP1CB	-0.302226180445	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
VDAC2	-0.112474729258	nan	0.0935601761623	nan	-0.139235797371	nan	0.362157939676	nan	0.140825544134	nan	0.214240225573	nan
HDLBP	nan	nan	nan	nan	0.43509515162	nan	nan	nan	nan	nan	nan	nan
HNRNPF	0.0662614422687	nan	nan	nan	nan	nan	0.075520007641	nan	nan	nan	-0.341416524479	nan
APLP2	nan	nan	nan	nan	0.411426245726	nan	0.242976753493	nan	-0.121678556588	nan	0.0380063225797	nan
ANXA4	nan	nan	0.818850560895	nan	nan	nan	nan	nan	nan	nan	nan	nan
HSPA1A	nan	nan	nan	nan	nan	nan	0.161653263479	nan	-0.151858816727	nan	nan	nan
ARCN1	-0.187707155127	nan	-0.0770410357638	nan	-0.234465253637	nan	nan	nan	nan	nan	nan	nan
ATP5C1	-0.084670323987	nan	nan	nan	nan	nan	0.380821783941	nan	0.055891200892	nan	0.0877333719336	nan
KRT13	nan	nan	nan	nan	nan	nan	nan	-1.96827511024	nan	nan	nan	nan
KRT5	-5.1584293626	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PGD	nan	nan	nan	nan	0.288063200325	nan	nan	nan	nan	nan	nan	nan
PGD	nan	nan	0.0579700686373	nan	nan	nan	nan	nan	nan	nan	nan	nan
LAMP2	0.0827025893302	nan	0.00144197417391	nan	-0.168122758808	nan	0.571321590052	nan	0.176250639692	nan	nan	nan
PGD	0.0676387168754	nan	nan	nan	nan	nan	0.190997225061	nan	-0.126972856258	nan	-0.0976107966264	nan
SLC3A2	nan	nan	nan	nan	nan	nan	0.438307278602	nan	0.140825544134	nan	0.284545872884	nan
TAF15	nan	nan	-0.0144995696951	nan	0.199122642014	nan	nan	nan	nan	nan	nan	nan
XRCC6	-0.142417044616	nan	0.402722176846	nan	nan	nan	nan	nan	nan	nan	nan	nan
GPNMB	0.211635253327	nan	0.645240512645	nan	0.770617646656	nan	nan	nan	nan	nan	nan	nan
DDX3X	nan	nan	nan	nan	nan	nan	0.186064929519	nan	-0.111031312389	nan	nan	nan
PSMD2	nan	nan	nan	nan	nan	nan	0.0619024389259	nan	-0.22032995488	nan	-0.104336659815	nan
CSE1L	nan	nan	nan	nan	nan	nan	0.0831412353002	nan	nan	nan	nan	nan
PPIA	nan	nan	nan	-0.0454429707612	nan	nan	nan	nan	nan	-0.00432160595009	nan	nan
HSP90AB1	-0.0291463456595	nan	-0.00433459026389	nan	0.0867837661421	nan	-0.00863030514344	nan	-0.153156788061	nan	-0.221567788538	nan
HNRNPC	nan	nan	nan	nan	nan	nan	0.114035243246	nan	nan	nan	nan	nan
RPL4	nan	nan	nan	nan	0.0157829972409	nan	-0.044044332706	nan	-0.276198865032	nan	nan	nan
AFP	nan	nan	nan	nan	nan	nan	nan	-3.7916057247	nan	-4.69816290339	nan	nan
COPS3	nan	nan	nan	nan	nan	nan	-1.1130336653	nan	nan	nan	-1.60264690851	nan
CD44	-0.177881725271	nan	-0.117161344233	nan	-0.249822294407	nan	0.177881725271	nan	0.0335695326937	nan	0.0	nan
CAPN2	nan	nan	nan	nan	nan	nan	0.24639546372	nan	nan	nan	nan	nan
-	-5.96578428466	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PCBP2	-0.341902794649	nan	-0.106249498279	nan	0.0758748669751	nan	0.171368418312	nan	-0.0328061450832	nan	nan	nan
PMPCA	nan	nan	nan	nan	nan	nan	0.732164607902	nan	nan	nan	nan	nan
RPLP0	nan	nan	nan	nan	nan	nan	0.169744675832	nan	-0.0593552776164	nan	-0.109694864826	nan
HNRNPA3	nan	nan	nan	nan	nan	nan	0.187707155127	nan	nan	nan	nan	nan
SOD2	nan	nan	nan	nan	nan	nan	0.588573754274	nan	0.0862010350493	nan	0.632628934351	nan
PXN	0.726831217032	nan	0.907659827853	nan	nan	nan	0.55427329665	nan	0.459972730742	nan	nan	nan
SPARC	nan	0.875671864998	nan	nan	nan	0.475936324223	0.448114896528	1.10780328953	nan	0.940644722384	0.49410907027	0.89164282191
GAPDH	nan	0.236163541109	nan	nan	nan	nan	nan	0.395928676331	nan	0.118726938571	nan	0.610433188237
KIF5B	nan	nan	0.20163386117	nan	0.120351940365	nan	nan	nan	nan	nan	nan	nan
AP1B1	nan	nan	nan	nan	nan	nan	0.401634794676	nan	-0.845590408848	nan	nan	nan
PYGB	nan	nan	nan	nan	nan	nan	-0.20288783347	nan	-0.341416524479	nan	nan	nan
HSPA4	0.15445359268	nan	nan	nan	0.133563525741	nan	nan	nan	nan	nan	0.118726938571	nan
SQSTM1	nan	nan	nan	nan	-0.00723156923108	nan	nan	nan	-0.171206827418	nan	nan	nan
CAPRIN1	0.0496307677246	nan	-0.155212649921	nan	-0.340075441598	nan	0.332789087519	nan	-0.145351385573	nan	-0.144046369617	nan
CNN3	0.311503115468	nan	0.0257375614136	nan	0.0621217119078	nan	nan	nan	0.214240225573	nan	nan	nan
TMED2	nan	nan	nan	nan	nan	nan	0.336427664582	nan	nan	nan	nan	nan
EPRS	-0.121863233373	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CKB	0.3196179342	nan	0.0285691521968	nan	nan	nan	-0.0143552929771	nan	nan	nan	0.305788392232	nan
DDX1	-0.420819851873	nan	0.141432790929	nan	-1.2108967825	nan	-0.0496307677246	nan	nan	nan	nan	nan
ACTR3	nan	nan	nan	nan	1.11703005301	nan	nan	nan	nan	nan	nan	nan
VARS	nan	nan	nan	nan	nan	nan	0.0634091701761	nan	-0.243669080967	nan	-0.132247798298	nan
TPM4	nan	nan	nan	nan	nan	0.291592016516	nan	nan	nan	nan	nan	nan
P3H1	nan	nan	nan	nan	nan	nan	0.592919224549	nan	nan	nan	nan	nan
FDFT1	nan	nan	-0.778432211462	nan	nan	nan	nan	nan	nan	nan	nan	nan
SPTAN1	nan	nan	-0.56917950348	nan	nan	nan	nan	nan	0.53951952996	nan	nan	nan
HSPA8	nan	nan	nan	0.81857935972	nan	nan	nan	nan	nan	0.625934281777	nan	nan
FSTL1	nan	nan	nan	nan	nan	nan	nan	-0.293958979029	nan	0.110915901402	nan	nan
HNRNPL	-0.502259911391	nan	-0.182786075742	nan	-1.85204211861	nan	0.394031641159	nan	-0.231432408448	nan	nan	nan
ERLIN1	nan	nan	nan	nan	nan	nan	nan	nan	0.62816238267	nan	0.62816238267	nan
CMPK1	nan	nan	nan	nan	nan	nan	nan	nan	0.060397279644	nan	-0.17248751551	nan
CALD1	nan	nan	nan	nan	nan	nan	0.316528107145	nan	0.115597447016	nan	0.192645077942	nan
PLOD3	nan	nan	nan	nan	nan	nan	nan	nan	-0.196607044095	nan	nan	nan
PTRF	-0.055891200892	nan	-0.0588936890536	nan	-0.107803289535	nan	0.382701517159	nan	0.103146927103	nan	0.144010302692	nan
LSM5	nan	nan	nan	nan	nan	nan	0.388355456626	nan	-0.13750352375	nan	nan	nan
KRT10	-6.05889368905	nan	nan	nan	-6.38082178394	nan	-6.56670862196	nan	-5.86619090216	nan	-4.78643953869	nan
-	nan	nan	nan	nan	nan	nan	1.28278970098	nan	nan	nan	nan	nan
-	nan	nan	nan	nan	nan	nan	nan	-0.904580434921	nan	nan	nan	nan
STMN1	0.046840254203	nan	-0.0513991525066	nan	-0.0908029370083	nan	nan	nan	nan	nan	nan	nan
RPL11	0.0662614422687	nan	-0.0573916638883	nan	nan	nan	nan	nan	nan	nan	nan	nan
P4HB	-0.0188780102057	nan	-0.0262050703474	nan	-0.161653263479	nan	0.424687669313	nan	0.0877333719336	nan	0.23956612533	nan
PPP1R14B	-0.129733929604	nan	-0.0938790470029	nan	0.0398402645318	nan	nan	nan	nan	nan	nan	nan
FERMT2	0.35501626422	nan	0.175045486111	nan	nan	nan	0.0938790470029	nan	0.0424567992429	nan	-0.378511623254	nan
H2AFV	-0.251538766996	nan	-0.060397279644	nan	-0.261880711217	nan	nan	nan	nan	nan	nan	nan
CTNNB1	nan	nan	nan	nan	nan	nan	nan	nan	0.0144995696951	nan	-0.211635253327	nan
UNC80	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.39780296186	nan	nan
HADH	0.0648828515849	nan	-0.0291463456595	nan	nan	nan	0.567040592724	nan	0.231074664436	nan	0.256700472112	nan
TUBB4B	nan	nan	nan	nan	0.0214797274105	nan	nan	nan	-0.100304905796	nan	-0.261831658752	nan
-	0.0690146779152	nan	-0.055891200892	nan	nan	nan	nan	nan	nan	nan	-0.389566811763	nan
RPL28	0.0398402645318	nan	0.0271540515037	nan	0.0593552776164	nan	nan	nan	nan	nan	nan	nan
PRKCSH	nan	nan	-0.0954195650787	nan	-0.236163541109	nan	0.456009280335	nan	0.121863233373	nan	0.152003093445	nan
TRIM72	nan	nan	nan	nan	nan	nan	0.79585928322	nan	0.833927324053	nan	nan	nan
LMNA	nan	nan	nan	nan	nan	0.150400988849	nan	nan	nan	-0.295135249001	nan	nan
P4HA1	nan	nan	1.03421571534	nan	nan	nan	0.991369694857	nan	nan	nan	nan	nan
PPP1R18	nan	nan	nan	nan	nan	nan	0.168122758808	nan	nan	nan	-0.12829340101	nan
RRBP1	nan	nan	0.260627908127	nan	nan	nan	nan	nan	nan	nan	nan	nan
TXNDC5	-0.227692025042	nan	0.0690146779152	nan	-0.3677317845	nan	0.0969617298871	nan	-0.271425676093	nan	-0.468843942975	nan
DPYSL2	-0.526992432084	nan	-0.535331732997	nan	nan	nan	nan	nan	nan	nan	nan	nan
KRT17	nan	nan	-2.00578235259	nan	nan	nan	nan	nan	nan	nan	nan	nan
PGAM1P4	nan	nan	nan	nan	nan	-1.27917410849	nan	nan	nan	nan	nan	nan
TIMP1	nan	nan	nan	nan	nan	0.715485866756	nan	nan	nan	0.828793172582	nan	nan
SERPINE1	nan	nan	nan	nan	nan	nan	nan	1.04692104739	nan	nan	nan	nan
CS	-0.195946441033	nan	1.78073003648	nan	-0.28982725172	nan	0.473931188332	nan	0.194294815161	nan	0.291592016516	nan
TXNRD1	nan	nan	0.755314904045	nan	nan	nan	0.888968687611	nan	0.710755714843	nan	nan	nan
RAP1B	-0.00433459026389	nan	0.130930869826	nan	-0.055891200892	nan	0.490050853696	nan	0.253257284222	nan	0.186064929519	nan
TFRC	nan	nan	nan	nan	nan	nan	nan	nan	0.256700472112	nan	nan	nan
DBN1	nan	nan	-0.584241333478	nan	-0.0247366783215	nan	nan	nan	nan	nan	nan	nan
RPS3A	0.191562650701	nan	0.0496307677246	nan	0.124328135002	nan	0.118726938571	nan	-0.22032995488	nan	nan	nan
NONO	-0.118726938571	nan	0.0129261744443	nan	-0.318325858207	nan	nan	nan	nan	nan	nan	nan
CCT2	nan	nan	nan	nan	nan	nan	nan	nan	-0.0840642647885	nan	nan	nan
GSN	nan	nan	0.316145742293	nan	nan	nan	0.104697378667	nan	-0.18903382439	-3.93753272125	nan	-3.20116334042
HSPA9	-0.039488289881	nan	0.0922074380971	nan	0.0285691521968	nan	0.46394709976	nan	0.13447704086	nan	0.187707155127	nan
PEX14	nan	nan	nan	nan	nan	nan	-0.70221425101	nan	nan	nan	nan	nan
HSPD1	-0.184424571137	nan	nan	nan	-0.249822294407	nan	0.3603047666	nan	0.0877333719336	nan	0.115597447016	nan
EZR	-0.0174170530774	nan	0.0854246562527	nan	0.088141596869	nan	nan	nan	nan	nan	nan	nan
ALDH18A1	-0.0543922968186	nan	nan	nan	nan	nan	0.411195432984	nan	-0.120351940365	nan	0.234465253637	nan
RAB6A	nan	nan	0.498761465672	nan	nan	nan	0.960159735468	nan	nan	nan	nan	nan
VCAN	nan	nan	nan	nan	nan	1.16165326348	nan	nan	nan	nan	nan	nan
REEP5	0.044044332706	nan	0.199122642014	nan	-0.207561069935	nan	nan	nan	nan	nan	nan	nan
POSTN	nan	1.52284078881	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
ACTA1	nan	nan	nan	nan	nan	-0.573374526446	nan	-0.134878054343	nan	-0.280956313831	nan	-0.318461465168
GBA	nan	nan	nan	nan	nan	nan	1.13923579737	nan	nan	nan	nan	nan
RANBP1	0.532067552289	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
NCAM1	nan	nan	nan	nan	nan	nan	nan	nan	0.28278970098	nan	0.314732593483	nan
G3BP1	-0.457989644463	nan	-0.0188780102057	nan	-0.268816758428	nan	0.231074664436	nan	0.117161344233	nan	0.334607228958	nan
DSTN	-0.110915901402	nan	0.267835392098	nan	0.158337027167	nan	0.10005101381	nan	-0.194087052116	nan	-0.378511623254	nan
CORO1C	nan	nan	0.20414071678	nan	nan	nan	0.0291463456595	nan	-0.265436896049	nan	nan	nan
RAD23B	nan	nan	0.194087052116	nan	0.116364756692	nan	nan	nan	nan	nan	nan	nan
YWHAE	0.0398402645318	nan	0.0935601761623	nan	0.0703893278914	nan	nan	-0.235114320376	nan	-0.454175893186	nan	-0.535057594895
HMGA1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.132247798298	nan
SLC1A5	nan	nan	nan	nan	nan	nan	0.251538766996	nan	-0.0454429707612	nan	nan	nan
YBX3	nan	nan	nan	nan	-0.161653263479	nan	nan	nan	nan	nan	nan	nan
SEMA7A	nan	nan	nan	nan	nan	0.394031641159	nan	nan	nan	nan	nan	nan
C9	nan	nan	nan	nan	nan	nan	nan	nan	nan	-2.99837605444	nan	-3.16976469309
-	nan	nan	nan	nan	-0.237863830099	nan	nan	nan	nan	nan	nan	nan
SSR1	0.0454429707612	nan	0.102993993323	nan	-0.202571917848	nan	nan	nan	0.295128035544	nan	0.184424571137	nan
FBLN1	nan	nan	nan	nan	nan	nan	nan	-1.80198636411	nan	nan	nan	-1.3662522637
GCN1L1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.10159814001	nan
PHGDH	nan	nan	nan	nan	nan	nan	nan	nan	0.51457317283	nan	nan	nan
UBA1	nan	nan	nan	nan	nan	nan	0.10005101381	nan	0.0101343771337	nan	nan	nan
MFGE8	nan	nan	-0.00433459026389	nan	nan	nan	nan	nan	nan	nan	nan	nan
SNRPD2	-0.015957573903	nan	nan	nan	0.0935601761623	nan	nan	nan	-0.113700499165	nan	-0.17248751551	nan
-	0.0496307677246	nan	-0.0469210473875	nan	0.00144197417391	nan	nan	nan	nan	nan	nan	nan
COL1A2	nan	nan	nan	nan	nan	nan	0.471928835421	nan	nan	nan	nan	nan
COL6A3	nan	nan	nan	nan	nan	1.30044836748	nan	nan	0.32553934844	1.0	0.192645077942	1.31114825613
IKBIP	nan	nan	nan	nan	nan	nan	0.708396441969	nan	0.314732593483	nan	nan	nan
ABRACL	nan	nan	0.424384671538	nan	nan	nan	nan	nan	nan	nan	nan	nan
PSMC4	nan	nan	0.489542935642	nan	0.0398402645318	nan	-0.120351940365	nan	0.118726938571	nan	nan	nan
RTN4	-0.394031641159	nan	-0.114035243246	nan	-0.347398782403	nan	0.316528107145	nan	0.0985055449524	nan	0.125006361067	nan
UBA1	0.0908534304511	nan	-0.045431429247	nan	nan	nan	nan	nan	nan	nan	-0.0482361856528	nan
VCL	0.0607391578577	nan	-0.0115879742752	nan	0.158337027167	nan	0.277533975529	nan	0.10005101381	nan	-0.0621217119078	nan
SLC7A5	0.254594043033	nan	0.134878054343	nan	-0.114035243246	nan	0.336427664582	nan	0.202571917848	nan	0.305788392232	nan
PPP3CB	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.204233052218	nan
ANPEP	-2.17788172527	nan	-3.19759995989	nan	nan	nan	nan	nan	nan	nan	nan	nan
RAB2B	0.0551956542421	nan	0.329984649758	nan	nan	nan	nan	nan	nan	nan	nan	nan
EEF1D	-0.0954195650787	nan	-0.0469210473875	nan	0.0524158941511	nan	0.140825544134	nan	-0.0854246562527	nan	-0.0482361856528	nan
DAZAP1	0.18142064028	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PLIN3	0.0214797274105	nan	-0.0335695326937	nan	0.158337027167	nan	nan	nan	nan	nan	-0.163498732283	nan
-	nan	nan	0.187767747046	nan	nan	nan	nan	nan	nan	nan	nan	nan
PEPD	nan	nan	nan	nan	nan	nan	0.163267919541	nan	-0.160920188181	nan	-0.0962618530584	nan
PALLD	nan	nan	0.0635029423062	nan	nan	nan	1.63486740655	nan	1.53951952996	nan	nan	nan
CCT7	nan	nan	nan	nan	nan	nan	0.0262050703474	nan	nan	nan	nan	nan
RPL19	nan	nan	nan	nan	-0.104697378667	nan	0.219269963524	nan	-0.0908534304511	nan	-0.0299828662157	nan
UBC	-0.274040765491	nan	-0.394031641159	nan	-0.260151897301	nan	0.334607228958	nan	0.060397279644	nan	0.0424567992429	nan
SYNCRIP	-0.112474729258	nan	0.141432790929	nan	-0.00433459026389	nan	nan	nan	-0.0717626693001	nan	nan	nan
PSMC5	0.343692069179	nan	0.130930869826	nan	nan	nan	nan	nan	nan	nan	nan	nan
LMNA	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.274040765491	nan
TPM1	nan	nan	0.284514133244	nan	nan	nan	nan	nan	nan	nan	nan	nan
EIF4G1	nan	nan	-0.248107861596	nan	0.0758748669751	nan	nan	nan	nan	nan	nan	nan
YBX1	-0.0409717810563	nan	-0.066427361739	nan	-0.0619024389259	nan	nan	nan	nan	nan	nan	nan
ACTN4	0.0827025893302	nan	0.0717626693001	nan	0.0384361816561	nan	0.153606979148	nan	-0.0243196791954	nan	-0.0840642647885	nan
LGALS3	nan	nan	nan	nan	nan	nan	-1.53256632327	nan	-1.54399071966	nan	-1.62667275261	nan
MCFD2	0.134878054343	nan	2.86314554299	nan	-0.0232697793228	nan	0.40927822999	nan	nan	nan	nan	nan
SRPRB	nan	nan	nan	nan	nan	nan	nan	nan	0.0203404482842	nan	nan	nan
ALDOA	nan	nan	nan	nan	nan	-0.209141397839	nan	nan	nan	nan	nan	nan
ALDOA	nan	nan	nan	nan	nan	nan	0.117161344233	nan	0.0203404482842	nan	-0.00144197417391	nan
RCN3	0.0143552929771	nan	0.0100636833447	nan	-0.0619024389259	nan	0.520769438794	nan	0.371459680737	nan	0.212567535483	nan
CHMP4B	nan	nan	nan	nan	0.105678077895	nan	nan	nan	nan	nan	nan	nan
COX4I1	nan	nan	-0.275786313243	nan	-0.369594528518	nan	0.397828209247	nan	nan	nan	0.0619024389259	nan
-	nan	nan	nan	nan	-0.200912693926	nan	nan	nan	nan	nan	nan	nan
ALYREF	nan	nan	-0.0365258760251	nan	nan	nan	nan	nan	nan	nan	nan	nan
YTHDF2	nan	nan	1.20601800402	nan	nan	nan	nan	nan	nan	nan	nan	nan
-	-0.432454552356	nan	-0.567040592724	nan	0.17248751551	nan	0.00144341686967	nan	-0.155749232678	nan	-0.1492593655	nan
RRAS2	nan	nan	nan	nan	5.34468649247	nan	nan	nan	nan	nan	nan	nan
ILF3	nan	nan	nan	nan	nan	nan	nan	nan	-0.954568570753	nan	nan	nan
NSFL1C	0.299830761822	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
CALU	nan	nan	nan	nan	nan	0.399730246491	nan	nan	nan	nan	nan	nan
UGDH	nan	nan	nan	nan	nan	nan	0.0862010350493	nan	nan	nan	nan	nan
PAFAH1B2	-0.0306192350584	nan	0.987684677567	nan	nan	nan	nan	nan	nan	nan	nan	nan
CLTA	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.0214797274105	nan
CLTA	0.109694864826	nan	0.0313951962755	nan	0.133563525741	nan	nan	nan	nan	nan	nan	nan
PSMB6	-0.217591435073	nan	-0.550042516372	nan	-0.646112163715	nan	nan	nan	nan	nan	nan	nan
-	-0.0499049058263	nan	-0.0908029370083	nan	nan	nan	0.224317298261	nan	nan	nan	nan	nan
-	0.0257375614136	nan	-0.115597447016	nan	nan	nan	nan	nan	-0.116364756692	nan	nan	nan
-	nan	nan	-0.115597447016	nan	0.153156788061	nan	nan	nan	-0.0172092900322	nan	0.24639546372	nan
-	-0.174621396107	nan	0.226508529809	nan	-0.382701517159	nan	nan	nan	nan	nan	nan	nan
TGFBI	nan	nan	nan	1.52699243208	nan	nan	nan	nan	nan	nan	nan	nan
GSTO1	0.100304905796	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
COL1A2	0.20288783347	0.763660460832	-0.0543922968186	0.883635243308	nan	nan	nan	1.06793882866	0.0969617298871	0.897006006677	0.24639546372	1.0144995697
TMED10	-0.253257284222	nan	-0.46394709976	nan	nan	nan	0.552156355638	nan	0.194294815161	nan	nan	nan
HM13	nan	nan	0.0342157153379	nan	-0.291592016516	nan	0.473931188332	nan	-0.13750352375	nan	nan	nan
RPL23A	-0.729770092762	nan	-0.118726938571	nan	0.0	nan	0.169744675832	nan	-0.146655222119	nan	0.0086822430998	nan
HMGA1	nan	nan	nan	nan	nan	nan	0.168122758808	nan	-0.121678556588	nan	nan	nan
RHOA	0.0285691521968	nan	-0.343732465206	nan	0.18523225423	nan	nan	nan	nan	nan	nan	nan
BASP1	-0.163267919541	nan	-0.140825544134	nan	-0.219269963524	nan	nan	nan	nan	nan	nan	nan
RPS10	nan	nan	nan	nan	nan	nan	0.242976753493	nan	-0.0398402645318	nan	0.126580496565	nan
RPS21	0.0510240030245	nan	-0.172993990361	nan	0.12961273813	nan	nan	nan	nan	nan	nan	nan
RPS23	-0.0144995696951	nan	0.0579700686373	nan	0.32883646423	nan	0.302226180445	nan	0.164884384742	nan	0.0188780102057	nan
RPL13	nan	nan	nan	nan	nan	nan	0.217591435073	nan	0.015957573903	nan	nan	nan
EEF1A1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.183962834843	nan
MDH1	0.285698125958	nan	0.36064520246	nan	nan	nan	nan	nan	0.471928835421	nan	nan	nan
FN1	nan	nan	nan	nan	0.167357927739	0.739372091873	nan	nan	nan	1.07096652135	nan	nan
TKT	-0.075520007641	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
PSMA5	nan	nan	nan	nan	0.10835717809	nan	nan	nan	nan	nan	-0.297484915711	nan
TXN	-0.0203404482842	nan	0.0635029423062	nan	0.0690146779152	-1.01077983875	0.800877357986	nan	0.181149439105	nan	1.30400618689	nan
RPL10	0.259423152281	nan	0.54794331129	nan	0.119024103142	nan	0.56490484838	nan	0.394031641159	nan	-0.0328061450832	nan
GAPDH	-0.0335695326937	nan	-0.0528949484321	nan	0.0328061450832	nan	0.0831412353002	nan	-0.109694864826	nan	-0.134878054343	nan
SH3GL1	nan	nan	nan	nan	nan	nan	0.295128035544	nan	0.00723156923108	nan	0.015957573903	nan
RPLP1	0.0426443374085	nan	nan	nan	nan	nan	0.103146927103	nan	-0.147957881387	nan	nan	nan
ATP5B	nan	nan	nan	nan	nan	nan	nan	nan	0.0877333719336	nan	nan	nan
HMGB2	-0.0086822430998	nan	0.0551956542421	nan	0.157043710146	nan	-0.290424403865	nan	0.192645077942	nan	-0.0172092900322	nan
CD82	-1.55215635564	nan	-1.07704103576	nan	nan	nan	nan	nan	nan	nan	nan	nan
RAD23B	0.20288783347	nan	nan	nan	nan	nan	0.0484122051852	nan	0.0499049058263	nan	nan	nan
VAT1	0.00575926928868	nan	0.132247798298	nan	nan	nan	nan	nan	nan	nan	nan	nan
COL1A2	nan	nan	nan	nan	-0.0218043703183	nan	nan	nan	nan	nan	nan	nan
SERPINH1	-0.00578235259401	nan	0.0412429822319	nan	-0.0694518807521	nan	0.526992432084	nan	0.207561069935	nan	0.321928094887	nan
PRDX5	-0.267079617892	nan	nan	nan	nan	nan	nan	nan	-0.699551632523	nan	-0.484395962503	nan
SNRPD1	-0.298672742587	nan	-0.362157939676	nan	-0.352915787371	nan	0.075520007641	nan	-0.230203013366	nan	-0.0524158941511	nan
DDX5	nan	nan	nan	nan	nan	nan	0.358453970912	nan	nan	nan	nan	nan
HNRNPU	nan	nan	-0.45205668871	nan	-0.556393348524	nan	0.169744675832	nan	-0.146655222119	nan	-0.166072675947	nan
PKM	nan	nan	nan	nan	nan	-0.0538064436958	nan	nan	nan	nan	nan	nan
TGOLN2	-0.362157939676	nan	nan	nan	-0.274040765491	nan	nan	nan	nan	nan	nan	nan
-	nan	nan	nan	nan	nan	nan	0.0469210473875	nan	0.0262050703474	nan	nan	nan
-	0.0200576523413	nan	0.0	nan	-0.131313234678	nan	0.210896782499	nan	-0.0243196791954	nan	0.0144995696951	nan
LOC100587725	-0.579921884021	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
-	nan	nan	nan	nan	nan	nan	0.0985055449524	nan	nan	nan	nan	nan
-	nan	nan	nan	nan	0.57434375392	nan	0.114035243246	nan	-0.0676387168754	nan	nan	nan
-	nan	nan	nan	nan	nan	nan	nan	nan	0.215914857265	nan	nan	nan
GSTP1	0.0398402645318	nan	0.0398402645318	nan	nan	nan	nan	nan	nan	nan	nan	nan
-	0.0129261744443	nan	0.0538064436958	nan	0.349365277594	nan	nan	nan	nan	nan	nan	nan
MYDGF	-0.195946441033	nan	-0.179514657014	nan	-0.274040765491	nan	0.327348370672	nan	0.0320936297099	nan	0.210896782499	nan
RAB2A	nan	nan	nan	nan	nan	nan	0.0969617298871	nan	-0.119024103142	nan	-0.660837367696	nan
RPS7	nan	nan	nan	nan	nan	nan	0.184424571137	nan	-0.00863030514344	nan	nan	nan
SSB	0.157043710146	nan	0.088141596869	nan	0.320773476946	nan	nan	nan	nan	nan	nan	nan
ZYX	0.0257375614136	nan	nan	nan	0.00144197417391	nan	0.129733929604	nan	-0.046840254203	nan	-0.0579700686373	nan
-	nan	nan	nan	nan	-0.0262050703474	nan	nan	nan	nan	nan	nan	nan
USO1	0.158337027167	nan	nan	nan	nan	nan	0.0306192350584	nan	-0.0510240030245	nan	nan	nan
SYNCRIP	nan	nan	nan	nan	nan	nan	0.204233052218	nan	nan	nan	-0.22032995488	nan
MARCKS	nan	nan	nan	nan	nan	nan	0.177881725271	nan	-0.0271540515037	nan	-0.0482361856528	nan
SLC2A1	-0.16650266314	nan	0.0214797274105	nan	nan	nan	0.492078535043	nan	-0.0114956388378	nan	0.347398782403	nan
FDPS	nan	nan	-0.084670323987	nan	nan	nan	nan	nan	nan	nan	nan	nan
TCP1	0.22527492987	nan	nan	nan	0.0328061450832	nan	nan	nan	nan	nan	nan	nan
PLS3	-0.234465253637	nan	nan	nan	nan	nan	0.365871442475	nan	0.0101343771337	nan	-0.0186341741391	nan
MSN	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1.73696559417
TPM1	nan	nan	nan	nan	nan	nan	nan	nan	0.373327247394	nan	0.336427664582	nan
EZR	nan	nan	nan	nan	nan	nan	0.0877333719336	nan	-0.0356239097307	nan	-0.0827025893302	nan
